SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
100100,North Cape,0.13,0.04,0.04,0.42,0.44,0.29,0.41,0.5,0.08
100200,Rangaunu Harbour,0.08,0.05,0.05,0.38,0.44,0.3,0.35,0.46,0.09
100300,Inlets Far North District,0,0.06,0.13,0.4,0.2,0.43,0.4,0.7,0.04
100400,Karikari Peninsula,0.09,0.04,0.04,0.34,0.31,0.2,0.33,0.53,0.17
100500,Tangonge,0.08,0.04,0.04,0.33,0.41,0.28,0.4,0.37,0
100600,Ahipara,0.12,0.06,0.04,0.31,0.46,0.24,0.42,0.45,0.18
100700,Kaitaia East,0.11,0.08,0.06,0.38,0.56,0.34,0.52,0.61,0.07
100800,Kaitaia West,0.11,0.08,0.06,0.42,0.58,0.35,0.51,0.62,0.09
100900,Rangitihi,0.07,0.03,0.05,0.33,0.34,0.26,0.32,0.39,0.02
101000,Oruru-Parapara,0.14,0.07,0.05,0.34,0.36,0.28,0.34,0.49,0.11
101100,Taumarumaru,0.06,0.05,0.03,0.29,0.38,0.17,0.3,0.56,0.12
101200,Herekino-Takahue,0.15,0.04,0.05,0.39,0.39,0.32,0.47,0.52,0.18
101300,Peria,0.15,0.07,0.07,0.33,0.35,0.35,0.4,0.6,0.11
101400,Taemaro-Oruaiti,0.13,0.06,0.04,0.36,0.37,0.23,0.35,0.55,0.18
101500,Whakapaku,0.06,0.05,0.04,0.35,0.36,0.27,0.38,0.53,0.03
101600,Hokianga North,0.24,0.07,0.06,0.42,0.46,0.46,0.61,0.66,0.28
101700,Kohukohu-Broadwood,0.2,0.04,0.09,0.36,0.44,0.34,0.46,0.61,0.19
101800,Whakarara,0.1,0.03,0.03,0.33,0.39,0.33,0.35,0.52,0.15
101900,Kaeo,0.09,0.05,0.05,0.32,0.44,0.34,0.4,0.56,0.06
102000,Omahuta Forest-Horeke,0.19,0.07,0.08,0.4,0.49,0.33,0.57,0.57,0.26
102100,Hokianga South,0.14,0.07,0.09,0.33,0.45,0.34,0.48,0.58,0.18
102200,Lake Manuwai-Kapiro,0.03,0.02,0.01,0.21,0.34,0.19,0.17,0.33,0.08
102300,Okaihau,0.07,0.06,0.02,0.27,0.38,0.39,0.32,0.35,0.09
102400,Rangitane-Purerua,0.04,0.03,0.02,0.26,0.38,0.23,0.19,0.34,0.01
102500,Waipapa,0.03,0.04,0,0.21,0.38,0.21,0.21,0.32,0.12
102600,Puketotara,0.03,0.02,0.01,0.19,0.32,0.21,0.15,0.28,0.12
102700,Waima Forest,0.19,0.11,0.06,0.44,0.53,0.45,0.51,0.55,0.21
102800,Riverview,0.02,0.02,0.01,0.17,0.31,0.18,0.16,0.38,0.08
102900,Waipoua Forest,0.17,0.08,0.05,0.31,0.45,0.3,0.46,0.67,0.15
103000,Kerikeri Central,0.05,0.05,0.02,0.26,0.53,0.17,0.36,0.59,0.07
103100,Kerikeri South,0.03,0.01,0.01,0.18,0.34,0.13,0.13,0.37,0
103200,Ohaeawai-Waimate North,0.06,0.04,0.01,0.28,0.37,0.3,0.29,0.39,0.14
103300,Puketona-Waitangi,0.03,0.02,0.02,0.25,0.39,0.17,0.24,0.34,0
103400,Ngapuhi,0.13,0.05,0.06,0.38,0.52,0.43,0.44,0.51,0.1
103500,Kaikohe,0.15,0.09,0.06,0.37,0.63,0.44,0.55,0.6,0.07
103600,Pakaraka,0.02,0.03,0.01,0.25,0.37,0.26,0.23,0.33,0.02
103700,Haruru,0.04,0.04,0.02,0.28,0.46,0.2,0.27,0.44,0.12
103800,Russell,0.03,0.02,0.01,0.18,0.35,0.27,0.22,0.48,0
103900,Paihia,0.05,0.04,0.02,0.28,0.53,0.26,0.32,0.46,0.02
104000,Mataraua Forest,0.12,0.09,0.05,0.37,0.53,0.44,0.5,0.44,0.04
104100,Matawaia-Taumarere,0.13,0.05,0.03,0.38,0.48,0.39,0.47,0.48,0.11
104200,Russell Peninsula,0.06,0.02,0.02,0.2,0.33,0.14,0.25,0.45,0.06
104300,Opua (Far North District),0.04,0.02,0.01,0.18,0.36,0.21,0.23,0.45,0
104400,Russell Forest-Rawhiti,0.14,0.06,0.05,0.42,0.49,0.39,0.44,0.49,0.14
104500,Moerewa,0.18,0.1,0.05,0.45,0.54,0.56,0.59,0.54,0.27
104600,Kawakawa,0.14,0.08,0.04,0.36,0.57,0.42,0.52,0.5,0.11
104700,Maromaku,0.05,0.04,0.03,0.35,0.45,0.37,0.33,0.38,0
104800,Mangakahia-Hukerenui,0.08,0.03,0.03,0.37,0.48,0.33,0.31,0.36,0.17
104900,Whangaruru,0.09,0.04,0.03,0.32,0.39,0.28,0.37,0.43,0.14
105100,Matarau,0.03,0.02,0.01,0.2,0.29,0.18,0.11,0.22,0.1
105200,Hikurangi,0.1,0.08,0.06,0.4,0.42,0.39,0.4,0.45,0.13
105300,Kauri,0.03,0.01,0.01,0.24,0.29,0.17,0.12,0.25,0.02
105400,Maungatapere,0.03,0.02,0.01,0.21,0.31,0.19,0.19,0.24,0.06
105500,Kamo West,0.05,0.03,0.03,0.26,0.39,0.24,0.28,0.38,0
105600,Matapouri-Tutukaka,0.04,0.02,0.01,0.18,0.35,0.19,0.17,0.35,0
105700,Kiripaka,0.03,0.03,0.02,0.2,0.31,0.23,0.18,0.28,0
105800,Kamo East,0.08,0.07,0.03,0.32,0.5,0.29,0.3,0.41,0.17
105900,Granfield Reserve,0.04,0.02,0.02,0.24,0.33,0.17,0.27,0.42,0.09
106000,Kamo Central,0.06,0.04,0.03,0.3,0.4,0.3,0.33,0.42,0.14
106100,Whau Valley,0.04,0.03,0.03,0.29,0.41,0.24,0.29,0.44,0
106200,Tikipunga North,0.11,0.07,0.04,0.4,0.53,0.24,0.41,0.57,0.13
106300,Pukenui,0.02,0.02,0,0.2,0.26,0.12,0.17,0.24,0
106400,Otangarei,0.18,0.15,0.09,0.46,0.75,0.46,0.64,0.64,0.23
106500,Tikipunga South,0.05,0.05,0.04,0.32,0.42,0.3,0.31,0.45,0.03
106600,Kensington (Whangarei),0.06,0.04,0.04,0.28,0.5,0.24,0.34,0.52,0.16
106700,Abbey Caves-Glenbervie,0.02,0.01,0.02,0.19,0.27,0.16,0.13,0.25,0
106800,Mairtown,0.06,0.04,0.04,0.3,0.43,0.23,0.38,0.56,0
106900,Maunu-Horahora,0.05,0.03,0.04,0.25,0.42,0.22,0.26,0.42,0
107000,Woodhill-Vinetown,0.07,0.05,0.06,0.29,0.55,0.3,0.39,0.5,0.03
107100,Whangarei Central,0.07,0.02,0.05,0.29,0.64,0.23,0.39,0.49,0.15
107200,Riverside,0.05,0.04,0.02,0.21,0.41,0.3,0.24,0.35,0.08
107300,Raumanga,0.12,0.1,0.04,0.35,0.59,0.36,0.37,0.45,0.15
107400,Tarewa,0.11,0.11,0.04,0.39,0.63,0.39,0.52,0.52,0.12
107500,Morningside (Whangarei),0.1,0.06,0.05,0.33,0.57,0.33,0.33,0.45,0.01
107600,Ngunguru,0.04,0.04,0.01,0.24,0.35,0.19,0.26,0.39,0.03
107700,Otaika-Portland,0.06,0.03,0.02,0.31,0.33,0.27,0.2,0.3,0
107800,Oakleigh-Mangapai,0.05,0.02,0,0.24,0.34,0.22,0.23,0.33,0.05
107900,Port-Limeburners,0.1,0,0,0.33,0.44,0.29,0.25,0.63,0.12
108000,Pataua,0.06,0.02,0.02,0.22,0.28,0.22,0.17,0.3,0.05
108100,Onerahi Park,0.05,0.02,0.03,0.26,0.32,0.22,0.25,0.48,0
108200,Sherwood Rise,0.06,0.06,0.03,0.31,0.44,0.32,0.31,0.48,0.03
108300,Onerahi,0.06,0.06,0.02,0.25,0.4,0.25,0.28,0.41,0
108500,Parua Bay,0.04,0.01,0.01,0.2,0.32,0.19,0.14,0.28,0.03
108600,Bream Bay,0.03,0.02,0.01,0.26,0.37,0.21,0.24,0.37,0.01
108700,Marsden Bay,0.03,0.03,0.02,0.27,0.38,0.11,0.21,0.34,0.09
108800,Ruakaka,0.07,0.06,0.03,0.34,0.48,0.2,0.35,0.46,0.04
108900,Bream Head,0.04,0.02,0.01,0.21,0.35,0.2,0.18,0.34,0
109000,Waipu,0.05,0.03,0.03,0.25,0.38,0.15,0.26,0.43,0.13
109100,Kaipara Coastal,0.08,0.03,0.05,0.36,0.41,0.25,0.36,0.47,0.01
109200,Maungaru,0.05,0.02,0.02,0.32,0.39,0.23,0.29,0.38,0.03
109300,Dargaville,0.07,0.05,0.05,0.38,0.45,0.23,0.45,0.58,0.1
109400,Ruawai-Matakohe,0.06,0.03,0.05,0.38,0.43,0.25,0.33,0.48,0.03
109500,Otamatea (Kaipara District),0.05,0.04,0.03,0.31,0.36,0.2,0.3,0.45,0.01
109600,Maungaturoto,0.04,0.04,0.02,0.31,0.42,0.23,0.34,0.43,0.08
109700,Kaiwaka,0.08,0.04,0.02,0.34,0.41,0.27,0.31,0.42,0.08
109800,Mangawhai Rural,0.06,0.03,0.02,0.27,0.28,0.13,0.2,0.36,0.07
109900,Mangawhai Heads,0.04,0.02,0.02,0.24,0.34,0.11,0.28,0.47,0
110100,Mangawhai,0.07,0.05,0.01,0.28,0.36,0.11,0.24,0.52,0.07
110200,Okahukura Peninsula,0.04,0.04,0.02,0.32,0.38,0.24,0.3,0,0
110400,Cape Rodney,0.03,0.03,0.02,0.24,0.37,0.22,0.21,0,0.06
110500,Wellsford,0.05,0.05,0.04,0.34,0.46,0.26,0.39,0.37,0
110700,South Head,0.04,0.03,0.02,0.29,0.38,0.17,0.23,0.31,0.12
110800,Kaipara Hills,0.04,0.03,0.03,0.27,0.36,0.19,0.23,0.44,0.05
110900,Dome Valley-Matakana,0.02,0.02,0.02,0.21,0.31,0.14,0.2,0,0.08
111100,Warkworth West,0.02,0.03,0.01,0.27,0.37,0.11,0.24,0.23,0.01
111200,Puhoi Valley,0.03,0.02,0.02,0.19,0.28,0.15,0.17,0.29,0.04
111300,Warkworth East,0.03,0.04,0.02,0.27,0.4,0.16,0.23,0,0
111400,Sandspit,0.01,0.01,0,0.16,0.29,0.1,0.13,0.42,0
111500,Tawharanui Peninsula,0.03,0.02,0.01,0.2,0.34,0.09,0.15,0.24,0
111600,Te Kuru,0.03,0.02,0.01,0.23,0.31,0.15,0.16,0.35,0.01
111700,Snells Beach,0.04,0.03,0.02,0.28,0.39,0.15,0.23,0.26,0.09
111800,Barrier Islands,0.16,0.05,0.07,0.29,0.35,0.24,0.41,0.3,0.08
111900,Algies Bay-Scotts Landing,0.04,0.01,0.03,0.21,0.36,0.13,0.19,0.19,0.03
112100,Wainui-Waiwera,0.03,0.01,0.01,0.19,0.41,0.19,0.18,0.64,0.02
112200,Parakai,0.08,0.07,0.06,0.41,0.49,0.23,0.42,0.36,0.13
112300,Helensville Rural,0.02,0.03,0.01,0.21,0.33,0.15,0.15,0,0.06
112400,Helensville,0.05,0.05,0.04,0.3,0.43,0.21,0.25,0.26,0.02
112500,Waitoki,0.02,0.01,0.01,0.19,0.36,0.15,0.15,0.44,0.01
112600,Waikoukou Valley,0.02,0.01,0.01,0.17,0.28,0.15,0.1,0.16,0
112700,Orewa North,0.02,0.01,0.02,0.21,0.34,0.05,0.15,0.33,0.01
112800,Hatfields Beach,0.03,0.03,0.02,0.21,0.36,0.17,0.13,0.19,0.02
112900,Orewa South,0.02,0.01,0.02,0.27,0.36,0.09,0.3,0.15,0
113000,Orewa Central,0.03,0.03,0.03,0.27,0.47,0.15,0.33,0.36,0
113100,Millwater North,0.09,0,0,0.18,0.64,0.02,0.03,0.18,0.05
113200,Waipatukahu,0.03,0.03,0.02,0.18,0.37,0.22,0.18,0.51,0
113300,Millwater South,0.07,0.07,0,0.13,0.53,0.02,0.17,0.48,0.02
113400,Dairy Flat North,0.02,0.02,0.02,0.17,0.4,0.21,0.11,0.15,0
113500,Dairy Flat West,0.02,0.02,0.01,0.16,0.38,0.18,0.13,0.22,0
113600,Kingsway,0.02,0.01,0.01,0.2,0.33,0.12,0.09,0.13,0.01
113800,Silverdale Central (Auckland),0.05,0.03,0.03,0.3,0.56,0.25,0.33,0.17,0
113900,Red Beach West,0.02,0.02,0.01,0.26,0.33,0.17,0.24,0.21,0.1
114000,Red Beach East,0.03,0.02,0.02,0.19,0.37,0.16,0.18,0,0
114100,Silverdale South (Auckland),0.02,0.01,0.01,0.17,0.33,0.16,0.13,0.44,0.04
114200,Waimauku,0.01,0.02,0.01,0.17,0.3,0.09,0.11,0.46,0
114300,Gulf Islands,0.13,0.03,0.03,0.31,0.49,0.09,0.35,0.32,0.2
114400,Vipond,0.03,0.03,0.02,0.21,0.35,0.16,0.18,0.17,0.12
114500,Muriwai,0.03,0.02,0.01,0.12,0.39,0.2,0.14,0.16,0.02
114600,Stanmore Bay West,0.05,0.05,0.02,0.22,0.43,0.2,0.16,0.6,0.13
114700,Kumeu Rural West,0.02,0.02,0.01,0.21,0.39,0.19,0.14,0.34,0
114800,Okura Bush,0.01,0.01,0.01,0.15,0.39,0.17,0.1,0.21,0.1
114900,Whangaparoa Central,0.04,0.03,0.02,0.21,0.37,0.14,0.16,0.27,0.05
115000,Kumeu-Huapai,0.01,0.03,0.02,0.26,0.37,0.09,0.2,0.21,0
115100,Stanmore Bay East,0.03,0.05,0.02,0.24,0.45,0.19,0.19,0.19,0
115200,Manly West,0.01,0.02,0.02,0.2,0.36,0.18,0.18,0.25,0.02
115300,Muriwai Valley-Bethells Beach,0.04,0.01,0.02,0.13,0.42,0.17,0.14,0.19,0
115400,Tindalls-Matakatia,0.03,0.02,0.02,0.2,0.34,0.13,0.11,0.32,0
115500,Coatesville,0.01,0.01,0.01,0.12,0.35,0.14,0.07,0.3,0
115600,Dairy Flat South,0.01,0.01,0.01,0.15,0.36,0.14,0.08,0.2,0.01
115700,Gulf Harbour North,0.02,0.02,0.01,0.15,0.39,0.1,0.08,0.26,0.01
115800,Manly East,0.03,0.04,0.02,0.23,0.37,0.15,0.18,0.15,0.02
115900,Riverhead,0.03,0.04,0.02,0.24,0.39,0.11,0.12,0.16,0
116000,Army Bay,0.03,0.02,0.02,0.21,0.35,0.17,0.15,0.23,0
116100,Kumeu Rural East,0.04,0.02,0.04,0.23,0.43,0.18,0.16,0.34,0.02
116200,Gulf Harbour South,0.02,0.02,0.01,0.17,0.5,0.08,0.09,0.13,0
116300,Paremoremo West,0.01,0.01,0.01,0.14,0.32,0.14,0.09,0.25,0.03
116400,Taupaki,0.03,0.02,0.01,0.21,0.44,0.22,0.2,0.21,0
116500,Long Bay,0.03,0.03,0.03,0.14,0.49,0.05,0.11,0.25,0
116600,Paremoremo East,0.03,0.02,0.01,0.17,0.48,0.23,0.08,0.17,0
116700,Albany Heights,0.03,0.02,0,0.09,0.59,0.13,0.07,0.23,0.13
116800,Awaruku,0.02,0.01,0.01,0.12,0.38,0.22,0.08,0.2,0.1
116900,Fairview Heights,0.02,0.02,0.01,0.19,0.38,0.14,0.14,0.16,0
117000,Whenuapai,0.02,0.02,0.01,0.16,0.52,0.24,0.12,0.23,0.07
117100,Waitakere Ranges North,0.04,0.02,0.01,0.18,0.34,0.21,0.13,0.19,0.07
117200,Torbay,0.02,0.01,0.01,0.14,0.38,0.18,0.13,0.27,0
117300,Albany Central,0.11,0.03,0.03,0.14,0.86,0.13,0.23,0.18,0.19
117400,Albany West,0.02,0.01,0.01,0.13,0.51,0.13,0.08,0.17,0.03
117500,Glamorgan,0.02,0.02,0.01,0.14,0.42,0.25,0.11,0.24,0
117600,Oteha East,0.02,0.02,0.01,0.11,0.47,0.15,0.15,0.46,0.07
117700,Northcross,0.02,0.01,0.02,0.13,0.42,0.27,0.1,0.34,0
117800,Oteha West,0.04,0.02,0.01,0.09,0.49,0.16,0.08,0.22,0.02
117900,Waiake,0.02,0.01,0.01,0.15,0.4,0.21,0.1,0.33,0
118000,Waitakere,0.03,0.03,0.02,0.22,0.37,0.22,0.15,0.22,0.01
118100,Albany South,0.02,0.01,0,0.13,0.46,0.13,0.1,0.29,0.08
118200,Browns Bay South West,0.03,0.01,0.01,0.13,0.43,0.24,0.08,0.2,0.12
118300,Browns Bay Central,0.03,0.02,0.01,0.19,0.45,0.2,0.19,0.2,0.05
118400,Schnapper Rock,0.01,0.01,0.01,0.08,0.41,0.11,0.05,0.28,0.01
118500,Pinehill (Auckland),0.03,0.01,0,0.13,0.49,0.15,0.09,0.22,0.12
118600,North Harbour,0.02,0,0,0.15,0.68,0.13,0.13,0.32,0.09
118700,Browns Bay South East,0.01,0.01,0.01,0.13,0.41,0.19,0.09,0.19,0.02
118800,Westgate Central,0.05,0.05,0,0.32,0.64,0.5,0.5,0.24,0.04
118900,Greenhithe West,0.01,0.01,0,0.13,0.33,0.12,0.06,0.31,0
119000,Rothesay Bay,0.01,0.01,0,0.12,0.4,0.17,0.08,0.23,0.07
119100,Greenhithe East,0.01,0.01,0.01,0.1,0.4,0.1,0.04,0,0.05
119200,Hobsonville,0.02,0,0.02,0.2,0.34,0.11,0.17,0.14,0.06
119400,Greenhithe South,0.03,0.01,0.01,0.12,0.41,0.14,0.06,0.16,0
119500,Murrays Bay West,0.01,0.01,0.01,0.09,0.4,0.22,0.06,0.23,0.05
119600,Westgate South,0.06,0.03,0.04,0.27,0.5,0.17,0.22,0,0.07
119700,Windsor Park,0.02,0.01,0,0.16,0.38,0.15,0.26,0.15,0.02
119800,West Harbour West,0.06,0.06,0.02,0.25,0.56,0.32,0.18,0.19,0.05
119900,Unsworth Heights West,0.03,0.01,0.01,0.13,0.43,0.15,0.1,0.33,0.12
120000,Murrays Bay East,0.02,0.01,0.01,0.11,0.38,0.17,0.1,0.45,0.02
120100,Birdwood West,0.02,0.01,0.03,0.22,0.39,0.26,0.18,0.26,0.08
120200,Hobsonville Point,0.01,0,0,0.06,0.92,0.02,0.09,0.25,0.04
120300,West Harbour Clearwater Cove,0.02,0.01,0.01,0.18,0.35,0.14,0.08,0.18,0.01
120400,Unsworth Heights East,0.03,0.02,0.02,0.14,0.52,0.23,0.09,0.2,0
120500,Mairangi Bay North,0.01,0.01,0,0.1,0.41,0.22,0.08,0.2,0
120600,Massey Central,0.05,0.05,0.02,0.26,0.51,0.31,0.21,0.21,0.11
120700,West Harbour Luckens Point,0.02,0.01,0,0.15,0.36,0.17,0.06,0.28,0
120800,Mairangi Bay South,0.01,0.01,0.01,0.1,0.39,0.17,0.08,0.22,0.09
120900,Massey Royal Road West,0.05,0.05,0.02,0.27,0.53,0.29,0.18,0.26,0.05
121000,Bayview East,0.04,0.03,0.01,0.17,0.52,0.28,0.12,0.22,0.02
121100,Swanson Rural,0.03,0.02,0.02,0.17,0.37,0.25,0.13,0.2,0
121200,Sunnynook South,0.03,0.03,0.01,0.15,0.54,0.31,0.14,0.25,0.08
121300,Sunnynook North,0.04,0.02,0.01,0.13,0.51,0.27,0.1,0.21,0
121400,Bayview West,0.04,0.02,0.02,0.15,0.5,0.26,0.12,0.17,0
121500,Totara Vale North,0.04,0.02,0.02,0.16,0.59,0.29,0.11,0.26,0.02
121600,Royal Heights North,0.05,0.05,0.02,0.25,0.48,0.23,0.16,0.23,0.08
121700,Massey West,0.04,0.04,0.02,0.28,0.51,0.18,0.1,0.23,0.06
121800,Beach Haven West,0.04,0.04,0.02,0.19,0.48,0.25,0.15,0.24,0
121900,Totara Vale South,0.04,0.02,0.01,0.14,0.57,0.3,0.14,0.25,0.08
122000,Swanson,0.04,0.05,0.04,0.27,0.41,0.19,0.17,0.23,0.06
122100,Bayview South,0.03,0.03,0.01,0.15,0.5,0.26,0.1,0.26,0.1
122200,Campbells Bay,0.01,0.01,0.01,0.09,0.35,0.16,0.07,0.24,0.09
122300,Royal Heights South,0.06,0.05,0.03,0.27,0.52,0.25,0.22,0.23,0
122400,Beach Haven East,0.06,0.06,0.02,0.27,0.6,0.33,0.24,0.2,0
122500,Massey East,0.07,0.06,0.03,0.29,0.63,0.27,0.23,0.16,0
122600,Forrest Hill North,0.03,0.01,0.01,0.11,0.45,0.3,0.09,0.3,0
122700,Glenfield North,0.04,0.02,0.01,0.16,0.51,0.3,0.14,0.27,0
122800,Birkdale North,0.04,0.05,0.02,0.23,0.53,0.3,0.16,0.29,0.07
122900,Massey South,0.06,0.05,0.02,0.27,0.53,0.3,0.19,0.26,0.04
123000,Ranui North,0.09,0.07,0.04,0.35,0.59,0.33,0.3,0.24,0
123100,Glenfield West,0.05,0.03,0.02,0.2,0.56,0.24,0.13,0.22,0.02
123200,Te Atatu Peninsula North West,0.05,0.04,0.02,0.25,0.45,0.26,0.19,0.26,0.03
123300,Glenfield South West,0.04,0.02,0.01,0.16,0.48,0.28,0.1,0.34,0
123400,Forrest Hill West,0.03,0.01,0.01,0.14,0.47,0.23,0.14,0.34,0.05
123500,Wairau Valley (Auckland),0.04,0,0,0.16,0.64,0.18,0.16,0.25,0.1
123600,Forrest Hill East,0.03,0.02,0.01,0.13,0.47,0.26,0.13,0.23,0.1
123700,Castor Bay,0.01,0.01,0,0.11,0.38,0.19,0.09,0.28,0
123800,Ranui Domain,0.11,0.07,0.04,0.31,0.68,0.29,0.31,0.25,0.2
123900,Beach Haven South,0.03,0.02,0.01,0.12,0.4,0.22,0.08,0.27,0.03
124000,Glenfield Central,0.04,0.02,0.01,0.16,0.55,0.28,0.14,0.16,0
124100,Piha,0.07,0.02,0.02,0.1,0.46,0.21,0.13,0.35,0.07
124200,Ranui South West,0.06,0.06,0.03,0.29,0.47,0.21,0.22,0.16,0.09
124300,Henderson Larnoch,0.08,0.06,0.03,0.32,0.59,0.31,0.27,0.28,0
124400,Birkdale South,0.05,0.03,0.02,0.17,0.52,0.27,0.15,0.25,0.11
124500,Te Atatu Peninsula Central,0.05,0.05,0.04,0.28,0.52,0.27,0.25,0.28,0.07
124600,Glenfield East,0.05,0.03,0.02,0.17,0.57,0.31,0.16,0.34,0.15
124700,Henderson Valley,0.02,0.02,0.01,0.16,0.31,0.3,0.11,0.2,0.02
124800,Te Atatu Peninsula West,0.05,0.03,0.03,0.25,0.5,0.27,0.19,0.28,0.13
124900,Henderson Lincoln West,0.07,0.05,0.03,0.27,0.61,0.33,0.27,0.26,0.02
125000,Ranui South East,0.08,0.06,0.03,0.25,0.55,0.2,0.21,0.18,0.17
125100,Henderson Lincoln East,0.09,0.01,0.01,0.09,0.91,0.17,0.17,0.23,0.08
125200,Birkenhead West,0.03,0.01,0.01,0.1,0.46,0.24,0.1,0.34,0.03
125300,Te Atatu Peninsula East,0.04,0.02,0.01,0.18,0.44,0.11,0.11,0.27,0
125400,Milford West,0.03,0.01,0.01,0.15,0.49,0.24,0.19,0.5,0
125500,Westlake,0.03,0.01,0.01,0.15,0.48,0.24,0.24,0.23,0.11
125600,Hillcrest North (Auckland),0.05,0.01,0.03,0.13,0.5,0.27,0.16,0.22,0.13
125700,Henderson Lincoln South,0.06,0.03,0.04,0.28,0.51,0.28,0.24,0.32,0.15
125800,Hillcrest West (Auckland),0.03,0.02,0.01,0.13,0.44,0.27,0.13,0.34,0.05
125900,Milford Central,0.01,0.01,0,0.11,0.38,0.12,0.13,0.3,0.03
126000,Summerland South,0.03,0.01,0.01,0.19,0.37,0.09,0.11,0.3,0.07
126100,Summerland North,0.04,0.02,0.01,0.18,0.36,0.09,0.11,0.22,0.08
126200,Hillcrest East (Auckland),0.03,0.01,0.01,0.13,0.45,0.27,0.11,0.24,0.04
126300,Chatswood,0.02,0.01,0,0.1,0.41,0.22,0.06,0.23,0
126400,Te Atatu South-Edmonton,0.05,0.04,0.03,0.26,0.52,0.31,0.24,0.24,0
126500,Birkenhead North,0.04,0.02,0.01,0.12,0.53,0.28,0.12,0.24,0.13
126600,Takapuna West,0.03,0.01,0.01,0.12,0.57,0.21,0.18,0.21,0
126700,Henderson North,0.05,0.04,0.02,0.24,0.53,0.25,0.21,0.31,0.06
126800,Takapuna Central,0.01,0,0.01,0.1,0.39,0.1,0.12,0.26,0.01
126900,Western Heights (Auckland),0.03,0.02,0.02,0.21,0.39,0.16,0.09,0.36,0.06
127000,Te Atatu South-Central,0.05,0.03,0.02,0.22,0.47,0.28,0.19,0.36,0
127100,Northcote Central (Auckland),0.08,0.03,0.02,0.24,0.76,0.35,0.34,0.22,0.02
127200,Akoranga,0.04,0.01,0.01,0.2,0.68,0.13,0.41,0.19,0
127300,Northcote South (Auckland),0.02,0.01,0.01,0.1,0.52,0.26,0.12,0.26,0
127400,Birkenhead South,0.02,0.01,0.01,0.09,0.43,0.2,0.1,0.44,0.04
127500,Henderson Central,0.05,0.03,0.04,0.32,0.59,0.15,0.47,0.64,0.1
127600,Waiatarua,0.02,0.01,0.01,0.15,0.31,0.26,0.09,0.21,0.07
127700,Te Atatu South-McLeod North,0.07,0.04,0.03,0.25,0.57,0.24,0.2,0.17,0.15
127800,Henderson Valley Park,0.12,0.07,0.04,0.36,0.66,0.32,0.33,0.72,0.16
127900,Henderson North East,0.05,0.03,0.03,0.27,0.54,0.27,0.3,0.19,0
128000,Waitakere Ranges South,0.05,0.02,0.03,0.19,0.37,0.23,0.18,0.28,0.12
128100,Northcote Tuff Crater,0.03,0.01,0.01,0.1,0.5,0.24,0.14,0.31,0.12
128200,Northcote Point (Auckland),0.02,0.01,0.01,0.1,0.45,0.21,0.09,0.44,0.11
128300,McLaren Park,0.07,0.07,0.04,0.32,0.6,0.34,0.27,0.29,0.01
128400,Henderson East,0.06,0.05,0.03,0.28,0.51,0.32,0.25,0.21,0.15
128500,Te Atatu South-McLeod South,0.05,0.03,0.03,0.26,0.48,0.29,0.19,0.16,0
128600,Takapuna South,0.02,0,0.01,0.1,0.43,0.15,0.12,0.31,0.04
128800,Hauraki,0.02,0.01,0.01,0.1,0.45,0.22,0.11,0.31,0
128900,Glendene North,0.06,0.04,0.03,0.27,0.5,0.27,0.23,0.21,0.15
129000,Sunnyvale West-Parrs Park,0.07,0.07,0.02,0.25,0.63,0.23,0.23,0,0.13
129100,Sunnyvale East,0.06,0.04,0.03,0.25,0.51,0.26,0.21,0.21,0.13
129200,Point Chevalier West,0.03,0.02,0.02,0.15,0.49,0.19,0.22,0.29,0.03
129300,Belmont (Auckland),0.03,0.02,0.01,0.12,0.52,0.28,0.13,0.29,0.02
129400,Bayswater,0.02,0.02,0.02,0.14,0.5,0.25,0.16,0.28,0
129500,Glendene South,0.06,0.03,0.03,0.24,0.5,0.28,0.2,0.34,0.1
129600,Glen Eden West,0.06,0.06,0.02,0.29,0.49,0.26,0.25,0.25,0.07
129700,Herne Bay,0.02,0,0.01,0.08,0.51,0.17,0.13,0.26,0
129800,Westmere North,0.03,0.01,0.01,0.13,0.44,0.21,0.1,0.3,0
129900,Point Chevalier East,0.05,0.02,0.02,0.15,0.5,0.23,0.17,0.31,0.15
130000,Oratia,0.03,0.01,0.01,0.13,0.32,0.23,0.12,0.14,0.1
130100,Glen Eden Rosier,0.07,0.05,0.03,0.26,0.51,0.29,0.22,0.14,0.03
130200,Saint Marys Bay,0.02,0.01,0.02,0.09,0.58,0.21,0.13,0.22,0.05
130300,Westmere South-Western Springs,0.05,0.02,0.02,0.11,0.51,0.22,0.12,0.19,0
130400,Ponsonby West,0.04,0.02,0.02,0.09,0.58,0.27,0.11,0.3,0
130500,Kelston North,0.07,0.04,0.02,0.27,0.55,0.3,0.29,0.15,0.13
130600,Avondale Rosebank (Auckland),0.08,0.04,0.03,0.27,0.63,0.28,0.22,0.17,0.11
130700,Narrow Neck,0.02,0.02,0.01,0.12,0.48,0.21,0.13,0.17,0
130800,Glen Eden North,0.07,0.04,0.02,0.26,0.57,0.3,0.27,0.31,0.1
130900,Glen Eden Woodglen,0.06,0.05,0.02,0.24,0.47,0.3,0.2,0.27,0.05
